,MSE,MAE,MASE,key_RMSE,key_MAE,src_MSE,rel_change_%
source_only,0.2512214183807373,0.31486982107162476,1.0245203971862793,1.7590991258621216,1.361032485961914,0.22708477079868317,0.0
care_v1,0.24488438665866852,0.3066538870334625,0.9963094592094421,1.6765072345733643,1.2865655422210693,0.224616140127182,-2.5224886329018092
care_v2,0.23570016026496887,0.29361584782600403,0.9484386444091797,1.4739102125167847,1.1274727582931519,0.22415737807750702,-6.178318001630445
