Date,Close,High,Low,Open,Volume
2012-01-02,342.08294677734375,344.40261972747356,303.7430558841844,331.40381213732763,164758
2012-01-03,343.089599609375,345.64995899066747,340.52921351481984,345.64995899066747,157968
2012-01-04,343.089599609375,345.78125467707116,341.53584939493214,343.57102603060963,290132
2012-01-05,338.0564270019531,345.67187141406333,337.2248430502026,344.88407050429544,351586
2012-01-06,337.15911865234375,340.50730528291047,334.8613508467714,336.5901529193303,312006
2012-01-09,346.7441711425781,347.9477640370459,337.5530981302788,340.6605454634166,282394
2012-01-10,347.6852111816406,348.82314299544004,344.00877088383425,347.11621856147235,354906
2012-01-11,346.569091796875,349.69844400235246,344.05248847645754,347.9915197605892,138162
2012-01-12,340.76995849609375,347.46633297289065,339.65390498771603,345.759408750714,284504
2012-01-13,341.1419372558594,344.621419612701,339.6319701900684,339.6319701900684,205604
2012-01-16,341.36083984375,343.13339861383406,337.72818293067,341.36083984375,134556
2012-01-17,339.4569091796875,344.7964895898398,338.60347387967226,343.89927125311726,190042
2012-01-18,342.98016357421875,347.7288731834905,339.5663156323935,340.9449870483815,353906
2012-01-19,341.97357177734375,345.71567304820127,340.9669357433233,345.71567304820127,66872
2012-01-20,340.2228698730469,344.8403111830565,331.36004961022235,343.5273007737491,526156
2012-01-23,344.92779541015625,347.31310279978294,337.7281436298082,337.7281436298082,138902
2012-01-24,347.7726745605469,349.61089444892417,344.4463922583515,346.1095334094492,282018
2012-01-25,352.1712646484375,356.17593012642936,341.86411218874224,349.6765396791274,617194
2012-01-27,357.81719970703125,359.918010931241,352.8715327151951,356.0227629081418,273226
2012-01-30,343.8336181640625,357.839061294383,334.8176248342238,357.839061294383,792224
2012-01-31,343.74615478515625,349.15137058270307,339.1943744300782,343.8336674466539,908200
2012-02-01,347.00677490234375,349.0200736618458,342.3674819019228,346.24085212403963,280146
2012-02-02,342.32373046875,349.65470573739753,340.9450587627722,349.195130693227,110258
2012-02-03,342.03912353515625,344.8839786893194,340.4197391047502,341.99536721808784,165612
2012-02-06,343.3084716796875,345.3217436570204,340.9450422165005,345.29986549247093,125348
2012-02-07,339.0411376953125,347.0723729670641,337.0935004993141,346.6347028876605,199532
2012-02-08,336.8090515136719,340.06969940532065,331.338174753612,339.01928038208297,157932
2012-02-09,335.8461608886719,342.6081696858344,334.8395249403622,342.6081696858344,190340
2012-02-10,330.2439270019531,340.04774669198713,328.6902036853732,340.0258685323963,298840
2012-02-13,326.9396057128906,331.7539774168288,326.0642654030837,330.26588820485046,482600
2012-02-14,320.9873046875,328.16507925353517,319.4992154644139,326.74265123948123,497080
2012-02-15,319.4116516113281,327.8149233468509,316.8731702311349,320.00252230753546,1829332
2012-02-16,323.7445983886719,327.814925228428,318.8864439494507,322.89113629809447,1024196
2012-02-17,331.3819274902344,336.3494724487725,323.00053437500856,327.31157418237797,1127116
2012-02-21,331.27252197265625,337.88133004866523,328.8653363311178,334.4893866446793,403634
2012-02-22,323.3069152832031,332.62928327442575,319.67425871641143,332.62928327442575,531854
2012-02-23,316.7856140136719,323.7445793104244,315.03493360827633,323.657039947502,911288
2012-02-24,315.4288635253906,321.68754095228564,314.59727960497014,320.37453058105183,200212
2012-02-27,313.52496337890625,318.6238306955341,311.008360320528,318.6238306955341,489036
2012-02-28,316.6105651855469,318.1642887183101,314.00642271367605,316.0634775533582,254428
2012-02-29,318.5362854003906,324.5323709617566,316.08534358753525,317.7484845829201,569756
2012-03-01,325.6484375,326.50189955059324,318.2518287258065,318.2518287258065,541624
2012-03-02,323.37255859375,327.6836253186006,321.9501306988364,326.0642405263538,304966
2012-03-05,317.442138671875,323.4163466076955,316.8731728478122,323.30692907563486,224188
2012-03-06,316.54486083984375,321.16227448351793,315.1443113496806,316.8731133744167,186242
2012-03-07,320.83404541015625,321.68750740510785,315.12245623357506,317.6390591826626,120410
2012-03-09,325.9985656738281,326.93956708098625,321.70940400524427,323.85399819616777,186698
2012-03-12,326.5894470214844,329.0841720338897,324.9700622440799,328.66838007961144,103492
2012-03-13,324.0290222167969,330.8129082301454,322.91296889273684,326.7425819647884,369544
2012-03-14,322.8911437988281,327.8149328435408,321.7532121271339,326.50192243161746,221862
2012-03-15,319.6086120605469,323.8758958230807,317.9673490749569,319.93686465766484,183094
2012-03-16,317.50775146484375,321.68749520960904,316.43545447149296,321.68749520960904,275504
2012-03-19,315.5163879394531,328.23069908900885,315.14435232394356,328.23069908900885,92302
2012-03-20,321.621826171875,323.43816756815033,312.9559645079649,313.37175639891154,160450
2012-03-21,325.9985656738281,327.2678196583768,319.4991753268005,319.4991753268005,304426
2012-03-22,324.8169250488281,327.377284839876,321.2717806689923,326.0205180077983,335634
2012-03-23,325.53900146484375,327.2896817918537,319.93682976106436,324.0509392148424,324962
2012-03-26,325.40777587890625,328.20887569081043,323.0005899107368,327.77120551477964,130048
2012-03-27,328.75592041015625,330.44093968217027,324.0947229597975,326.3706129201288,342080
2012-03-28,324.991943359375,334.3799728076888,323.0224278127329,329.1279313499764,297412
2012-03-29,325.823486328125,328.6902199208679,322.62850018552774,325.1669812284162,497388
2012-03-30,335.2772216796875,337.90324264716224,323.7227454507585,325.2108079710342,893634
2012-04-02,335.0801696777344,339.10673936121685,333.4170288796083,336.13058845195036,151114
2012-04-03,333.1545104980469,338.2314733542577,329.45619253247867,336.48079282270015,342352
2012-04-04,335.3865661621094,337.00595074861855,327.508504975778,327.508504975778,150118
2012-04-09,331.27252197265625,335.38660504114534,330.06892915188706,335.38660504114534,109510
2012-04-10,337.5312194824219,338.3190203968377,330.26587908371545,330.26587908371545,200052
2012-04-11,339.10675048828125,341.38264009825497,336.13059948135873,338.75661978980685,392974
2012-04-12,349.34832763671875,353.5937335384456,340.485506881952,340.485506881952,1055988
2012-04-13,351.95245361328125,365.2357316711997,350.04857247714983,350.1361118477648,803490
2012-04-16,354.4252624511719,356.7668136516386,351.0551971406103,354.07513169326285,212722
2012-04-17,354.33770751953125,356.61359741587114,350.1360851826449,356.61359741587114,247604
2012-04-18,358.0360412597656,362.8285344824949,355.8258124659449,356.08840385625973,234570
2012-04-19,370.9692077636719,371.9758704774095,355.12556973379736,358.88952233147967,635022
2012-04-20,364.6886901855469,373.0919632768505,358.9333164328047,372.3260404351767,332988
2012-04-23,363.3974609375,370.2688865145235,360.3994315842414,363.2661652565656,245340
2012-04-24,360.6182861328125,365.4326572581135,359.830485291325,363.7257331738379,158018
2012-04-25,361.1215515136719,364.7104513055199,357.99222664995096,360.68388145889185,360910
2012-04-26,362.5002746582031,364.0539982319845,358.47370423634055,359.10833124908623,400006
2012-04-27,363.59442138671875,366.7237731649095,361.1872359306526,363.26616882452794,217288
2012-04-30,374.7331848144531,377.2497881570867,363.33188283960993,368.4745070615133,520692
2012-05-02,379.1316833496094,384.4493851779988,376.37436735880965,376.3962455188041,584290
2012-05-03,379.3067321777344,381.9546304467244,373.3325257405456,378.5845659619835,202178
2012-05-04,376.658935546875,393.9031508354214,374.20799329365036,393.9031508354214,310558
2012-05-07,376.7902526855469,380.66362292915426,368.08060578720176,380.53232722336986,350110
2012-05-08,363.2880859375,380.6854735989494,356.89811272702826,378.584662318333,617298
2012-05-09,360.2900695800781,364.557353504173,354.51281830941963,358.8895197700298,228306
2012-05-10,359.283447265625,364.5135843395661,356.39480816368507,362.3908947356603,239862
2012-05-11,359.74298095703125,364.0978042416067,355.03802689917546,363.178680909322,103218
2012-05-14,385.9593811035156,388.6073066758871,372.0195985944299,372.0195985944299,1241700
2012-05-15,392.7432556152344,398.6299238338465,378.3220471149998,386.90037043481027,1342570
2012-05-16,388.08209228515625,390.79565231264434,379.10985502078125,387.3818040804664,404508
2012-05-17,392.6338195800781,400.0304546455913,388.9355287605834,390.7956266076772,586664
2012-05-18,400.2492370605469,402.15309098017894,386.0687175936561,389.08865144540863,469772
2012-05-21,406.15789794921875,407.90857854382745,391.7366612084764,391.7366612084764,342146
2012-05-22,405.0855407714844,411.40987882587496,394.6471199567922,411.40987882587496,394214
2012-05-23,413.138671875,415.34890040701094,404.40714855224246,405.28248870062396,685402
2012-05-24,411.8475646972656,416.1367263408332,405.4138088752827,410.53455439536145,382328
2012-05-25,414.9769287109375,415.9835646291179,411.7819155124647,414.21100601247747,302344
2012-05-28,410.8409423828125,415.78660934073906,407.62405100890214,415.78660934073906,394236
2012-05-29,405.96087646484375,414.8236955652715,403.5318128688603,403.5318128688603,356414
2012-05-30,406.6174011230469,409.61545733645215,401.9999869100102,401.9999869100102,294788
2012-05-31,408.5650634765625,415.9835774704503,404.2102403710903,407.3177143001563,1041792
2012-06-01,397.7109069824219,410.86289084883066,395.6976080805278,407.03327668645807,243774
2012-06-04,404.998046875,406.92380614545255,393.4435713920798,397.55765461420657,201440
2012-06-05,410.90655517578125,414.3860377497227,404.45092131898724,407.7334470088825,378020
2012-06-06,408.3025207519531,414.45178142541744,404.2978279280354,411.4099683381362,346838
2012-06-07,413.9046325683594,417.53728917555685,408.3462167723213,410.09689723008046,700694
2012-06-08,410.55645751953125,416.68383930096144,408.41188992398946,414.5173668284457,236668
2012-06-11,403.1160583496094,412.72292281830875,401.82492615402543,410.0969021004828,265826
2012-06-12,408.6963195800781,410.09686919318756,398.78310819370694,402.24068583344047,365680
2012-06-13,401.1684265136719,410.09690776286504,399.30832847952865,409.6592376371843,214086
2012-06-14,400.49005126953125,406.5517986608898,399.3521196050294,399.3521196050294,284616
2012-06-15,404.01324462890625,405.5450899258402,397.6451502371618,403.90382710769666,460954
2012-06-18,401.6718444824219,408.71832434047195,398.27990027676805,408.71832434047195,243364
2012-06-19,413.7951354980469,415.3488587629912,399.2644851491451,401.67167031584313,336442
2012-06-20,420.11956787109375,423.6646852337146,412.30714003381485,413.5763940943044,712684
2012-06-21,415.04254150390625,436.969829067256,411.8913115094608,431.10503916889206,514742
2012-06-22,417.165283203125,420.1633128228575,410.5564484005571,418.85030247028607,163010
2012-06-25,415.108154296875,421.8482568770644,414.47352739696277,421.7388393671919,206426
2012-06-26,429.0261535644531,431.95854883710547,414.99883095837805,415.7647537012883,470980
2012-06-27,433.84051513671875,437.713885090969,429.35439631689394,429.35439631689394,596102
2012-06-28,430.99560546875,437.2324040246573,428.06321062963605,435.48172372826224,446960
2012-06-29,448.677490234375,452.113189654382,431.4770348333522,434.7595604116754,780658
2012-07-02,457.321533203125,461.28241585558703,446.66424942388943,450.8002375283315,567850
2012-07-03,450.38446044921875,459.46611548141453,445.54818423013677,458.61262668753204,402242
2012-07-04,450.975341796875,457.6498117109389,446.8831097888169,446.8831097888169,350950
2012-07-05,453.0760498046875,455.08937493327755,448.6118363163442,451.6755269058217,110360
2012-07-06,446.8612060546875,454.6736072480066,444.89169045503417,453.4262580535321,97812
2012-07-09,443.6661682128906,450.09992377177315,442.5063318083335,448.1522865609423,230318
2012-07-10,456.5555419921875,463.4926018827486,442.0467685567291,442.922108692485,577542
2012-07-11,459.2909851074219,464.78371246545686,452.44143778241266,452.44143778241266,407720
2012-07-12,459.8818664550781,463.71147990402596,455.28633031634075,459.11594376528853,271614
2012-07-13,457.912353515625,459.88186901461694,442.79085652712854,450.8002142137097,249432
2012-07-16,463.2737731933594,467.7817963248486,458.76575006187016,459.4660649212833,287916
2012-07-17,463.9958801269531,481.17442832823104,461.7856251661187,468.7445891355064,198454
2012-07-18,463.53643798828125,467.86938309136536,461.34808727223185,466.57827753950863,539334
2012-07-19,470.7142028808594,472.2460482644791,456.94949930437303,456.94949930437303,226030
2012-07-20,473.9530334472656,477.0604809405625,468.7447477865527,470.62675087096846,267232
2012-07-23,467.978759765625,478.8110948642448,466.6438445747804,475.00338632140114,208162
2012-07-24,478.8330078125,480.4304609814402,464.54306795820986,464.54306795820986,271568
2012-07-25,481.8310241699219,483.3847209702788,474.39063246382824,478.3515148161566,372678
2012-07-26,479.21783447265625,487.5000434424625,476.0289758692415,485.86133495055816,377420
2012-07-27,471.511474609375,490.60045968376267,469.9613241312815,477.42418061996835,317840
2012-07-30,483.8240661621094,485.4849414894246,470.00555099987514,473.8588141982178,187050
2012-07-31,485.7284851074219,493.2799529263484,481.4323760547167,482.78324289409767,406492
2012-08-01,488.6737976074219,492.06199406813613,483.2261590049545,488.9616934754476,165814
2012-08-02,489.89178466796875,491.61910585287484,487.41155494692686,489.4267720068095,76958
2012-08-03,494.2543640136719,496.93393134790267,487.2122954042892,487.4115788309865,245878
2012-08-06,497.930419921875,504.9060962516678,492.90351477657026,501.18572472945465,605770
2012-08-07,488.4081115722656,501.03076510190476,486.7472361078394,500.3885815483092,249532
2012-08-08,493.8999938964844,496.49094833573776,482.80532619038956,487.63294747336954,339386
2012-08-09,495.33935546875,498.2846511905012,491.9954389463587,498.2846511905012,299242
2012-08-10,498.9934387207031,501.5179478177257,494.27654155683337,496.9339423178916,254250
2012-08-13,501.93878173828125,504.02039090072657,496.0481878812072,499.6135558575881,149728
2012-08-14,505.5704650878906,512.9004833824702,499.7463179490955,499.7463179490955,436154
2012-08-16,518.6803588867188,521.1384763643239,505.59269179138823,507.49713001222665,578310
2012-08-17,520.54052734375,529.4870880503628,517.7502349902753,523.5079364914503,656430
2012-08-21,521.1605224609375,525.744581716384,517.550929922717,525.744581716384,282936
2012-08-22,510.68597412109375,521.7363098211202,509.4458322340777,521.315576358536,213382
2012-08-23,524.4380493164062,532.2330810321514,512.6790829407245,513.7420000335851,947806
2012-08-24,522.4227294921875,528.6011630183732,518.6137461464268,526.1873795849032,220854
2012-08-27,525.8331298828125,531.1922101387478,521.3376831731613,525.2795047723863,182772
2012-08-28,500.8313903808594,531.0371516953502,484.95338058321533,531.0371516953502,2386924
2012-08-29,511.7709655761719,513.7197364484726,497.2438235080498,502.66934867318014,623248
2012-08-30,509.157958984375,513.6755725749949,505.85837476920335,512.0146971515953,392364
2012-08-31,504.8839416503906,518.6360112256076,497.0003523986572,497.0003523986572,447448
2012-09-03,494.07733154296875,509.0252130450961,491.6192138477441,509.0252130450961,350318
2012-09-04,493.102783203125,496.0480794880755,474.30169681636505,494.5200958692039,1120566
2012-09-05,496.4467468261719,503.001636051036,482.4289474550426,483.9790978485176,618680
2012-09-06,502.6473388671875,506.58916060597124,490.777594453425,504.4853851118683,434408
2012-09-07,511.0845642089844,513.7641315209161,503.15669543144475,508.44933016035486,433872
2012-09-10,513.2548828125,520.4077318116706,510.46464400857417,517.9496140907441,279880
2012-09-11,505.703369140625,518.5695849459157,503.3559769227463,518.5695849459157,353028
2012-09-12,504.3746643066406,512.5904288660225,499.6356007149782,505.7919230253885,547066
2012-09-13,494.8079528808594,504.9060964355511,492.061993982366,504.9060964355511,576306
2012-09-14,491.3534240722656,500.87577704240664,487.27871036234666,493.8336540328921,655158
