seed,method,eval_domain,MSE,MAE,MASE,key_RMSE,key_MAE,feat_mmd
-1,seasonal_naive,source,1.1306461095809937,0.7336357235908508,1.043953776359558,1.173856258392334,0.8400346040725708,
-1,seasonal_naive,target,1.023951768875122,0.6711822748184204,1.0611802339553833,1.4026557207107544,0.9584198594093323,
0,source_only,source,0.6148818731307983,0.5364073514938354,0.7640076279640198,0.8925905823707581,0.6444926261901855,0.02366352081298828
0,source_only,target,0.5621655583381653,0.49709850549697876,0.7871029376983643,1.0855170488357544,0.7533738613128662,0.02366352081298828
0,dann,source,0.6240817904472351,0.5413962602615356,0.7707144021987915,0.9024821519851685,0.649168074131012,0.01520085334777832
0,dann,target,0.576144278049469,0.5033463835716248,0.7968136668205261,1.106826901435852,0.7628659605979919,0.01520085334777832
0,coral,source,0.6236890554428101,0.5408495664596558,0.769940197467804,0.9015213251113892,0.6470253467559814,0.016029834747314453
0,coral,target,0.5740823149681091,0.5022351741790771,0.795199453830719,1.1029026508331299,0.7586326599121094,0.016029834747314453
0,mmd,source,0.6104423403739929,0.5326109528541565,0.7589725852012634,0.8887947201728821,0.6381391882896423,0.014007806777954102
0,mmd,target,0.5599337816238403,0.4936387836933136,0.7821190357208252,1.0848461389541626,0.7464378476142883,0.014007806777954102
0,care,source,0.6139283180236816,0.5355616807937622,0.7629539966583252,0.8932123780250549,0.642798662185669,0.024571657180786133
0,care,target,0.5633604526519775,0.4968784749507904,0.7868393063545227,1.0880653858184814,0.7529324889183044,0.024571657180786133
0,care_noalign,source,0.61583411693573,0.5368025302886963,0.7646296620368958,0.894754946231842,0.6439433693885803,0.02498793601989746
0,care_noalign,target,0.565915584564209,0.49850013852119446,0.7892530560493469,1.0915069580078125,0.7556577324867249,0.02498793601989746
0,care_nossl,source,0.6118051409721375,0.5340398550033569,0.760887861251831,0.8911485075950623,0.641196608543396,0.017993688583374023
0,care_nossl,target,0.560238242149353,0.49492958188056946,0.7839642763137817,1.0853701829910278,0.7498142123222351,0.017993688583374023
0,care_noanchor,source,0.6153472661972046,0.536239743232727,0.7637724876403809,0.8949630856513977,0.6431532502174377,0.01835179328918457
0,care_noanchor,target,0.5658584237098694,0.4977100193500519,0.7882118225097656,1.0898772478103638,0.7528254985809326,0.01835179328918457
0,oracle_finetune,source,0.6074975728988647,0.5309114456176758,0.7566311955451965,0.8871804475784302,0.6376271843910217,0.023868083953857422
0,oracle_finetune,target,0.5471970438957214,0.4867425262928009,0.771965742111206,1.0654538869857788,0.7293121218681335,0.023868083953857422
0,target_only,source,0.6141291856765747,0.5355859994888306,0.7633033990859985,0.8922709822654724,0.6431565880775452,0.022585153579711914
0,target_only,target,0.5496106743812561,0.48807665705680847,0.7742351293563843,1.0718939304351807,0.7321065068244934,0.022585153579711914
1,source_only,source,0.6148719191551208,0.5367648601531982,0.7646288871765137,0.890284538269043,0.6416175961494446,0.029317378997802734
1,source_only,target,0.5614916682243347,0.4971701204776764,0.78773432970047,1.0815590620040894,0.7486458420753479,0.029317378997802734
1,dann,source,0.6229384541511536,0.5412384271621704,0.7708895802497864,0.8985764980316162,0.6459144949913025,0.023642301559448242
1,dann,target,0.5717007517814636,0.502751886844635,0.7963382005691528,1.0935289859771729,0.7543421983718872,0.023642301559448242
1,coral,source,0.6242995858192444,0.5425256490707397,0.7725575566291809,0.8995188474655151,0.6487212777137756,0.02426433563232422
1,coral,target,0.5735156536102295,0.5043630599975586,0.7987685799598694,1.0970016717910767,0.7593514323234558,0.02426433563232422
1,mmd,source,0.6110228896141052,0.5339685678482056,0.7608916759490967,0.8883461952209473,0.6390974521636963,0.014033317565917969
1,mmd,target,0.5596498250961304,0.49467703700065613,0.7840188145637512,1.0811243057250977,0.7445756793022156,0.014033317565917969
1,care,source,0.6140780448913574,0.5359938740730286,0.7635489702224731,0.8908114433288574,0.6404865980148315,0.027446985244750977
1,care,target,0.5615150332450867,0.4966142773628235,0.7868726253509521,1.0808783769607544,0.7475457787513733,0.027446985244750977
1,care_noalign,source,0.6161247491836548,0.5374789834022522,0.7655823230743408,0.8925926089286804,0.6423700451850891,0.029069185256958008
1,care_noalign,target,0.5641263723373413,0.4984280467033386,0.7896255254745483,1.083958387374878,0.7508533596992493,0.029069185256958008
1,care_nossl,source,0.6111960411071777,0.5340189337730408,0.7608051896095276,0.8881974220275879,0.6381892561912537,0.019488811492919922
1,care_nossl,target,0.5578805804252625,0.49409642815589905,0.7830649614334106,1.0770397186279297,0.7422937154769897,0.019488811492919922
1,care_noanchor,source,0.6164646148681641,0.538070797920227,0.7664010524749756,0.8926222324371338,0.6435462236404419,0.019821643829345703
1,care_noanchor,target,0.5641714334487915,0.49822255969047546,0.7893486618995667,1.0840383768081665,0.7499874830245972,0.019821643829345703
1,oracle_finetune,source,0.6111003756523132,0.5342823266983032,0.7609834671020508,0.8895322680473328,0.6428046226501465,0.02493762969970703
1,oracle_finetune,target,0.5479583740234375,0.48751071095466614,0.7732415795326233,1.0681933164596558,0.7315592765808105,0.02493762969970703
1,target_only,source,0.6139586567878723,0.5364499092102051,0.764232337474823,0.891330361366272,0.6457443237304688,0.02236795425415039
1,target_only,target,0.55077064037323,0.4900474548339844,0.7770473957061768,1.0713094472885132,0.7349896430969238,0.02236795425415039
2,source_only,source,0.6147768497467041,0.5358428359031677,0.7639299631118774,0.8923750519752502,0.6384954452514648,0.034647464752197266
2,source_only,target,0.5597696304321289,0.4947621524333954,0.7841594219207764,1.081984281539917,0.7424318790435791,0.034647464752197266
2,dann,source,0.6163377165794373,0.5388383865356445,0.767668604850769,0.8955228924751282,0.6477925181388855,0.03173184394836426
2,dann,target,0.5693686604499817,0.5016759634017944,0.7946264147758484,1.0995537042617798,0.7681311368942261,0.03173184394836426
2,coral,source,0.6168151497840881,0.5390164256095886,0.7679392695426941,0.8963067531585693,0.6476191282272339,0.033341169357299805
2,coral,target,0.5703104734420776,0.5018832683563232,0.7949520349502563,1.1008728742599487,0.7679560780525208,0.033341169357299805
2,mmd,source,0.6060786247253418,0.5312442779541016,0.7573761343955994,0.8834736347198486,0.6368342041969299,0.01975560188293457
2,mmd,target,0.5556818246841431,0.49210789799690247,0.7800709009170532,1.0787955522537231,0.7468708753585815,0.01975560188293457
2,care,source,0.6116637587547302,0.5349435806274414,0.762547492980957,0.8903139233589172,0.6414292454719543,0.03792381286621094
2,care,target,0.5599458813667297,0.4958378076553345,0.7857511043548584,1.0841130018234253,0.7526997327804565,0.03792381286621094
2,care_noalign,source,0.6136136651039124,0.5365545749664307,0.7647213339805603,0.892050564289093,0.64378821849823,0.038895368576049805
2,care_noalign,target,0.5627352595329285,0.4978897273540497,0.7888537645339966,1.0880476236343384,0.7575587034225464,0.038895368576049805
2,care_nossl,source,0.6090452671051025,0.5330609083175659,0.7599067091941833,0.8869361281394958,0.6388151049613953,0.023432016372680664
2,care_nossl,target,0.5557475090026855,0.49280688166618347,0.7811465263366699,1.077118992805481,0.7451158165931702,0.023432016372680664
2,care_noanchor,source,0.6115155220031738,0.5353502631187439,0.7630147337913513,0.8904951810836792,0.6421858072280884,0.020774364471435547
2,care_noanchor,target,0.562288761138916,0.49711740016937256,0.7876659631729126,1.0879714488983154,0.7571473717689514,0.020774364471435547
2,oracle_finetune,source,0.6081809401512146,0.5328621864318848,0.7595686316490173,0.8859744071960449,0.6389976143836975,0.028661012649536133
2,oracle_finetune,target,0.5481206774711609,0.4874327480792999,0.7731452584266663,1.0674961805343628,0.7306933999061584,0.028661012649536133
2,target_only,source,0.613865315914154,0.5379365086555481,0.7664112448692322,0.8921762704849243,0.6482048034667969,0.030535459518432617
2,target_only,target,0.5516972541809082,0.49063417315483093,0.7778870463371277,1.074241280555725,0.736340343952179,0.030535459518432617
