,MSE,MAE,MASE,key_RMSE,key_MAE,src_MSE,rel_change_%
source_only,0.5621655583381653,0.49709850549697876,0.7871029376983643,1.0855170488357544,0.7533738613128662,0.6148818731307983,0.0
care_v1,0.5633604526519775,0.4968784749507904,0.7868393063545227,1.0880653858184814,0.7529324889183044,0.6139283180236816,0.21255203135257528
care_v2,0.5519987940788269,0.4900764226913452,0.7768459320068359,1.0732160806655884,0.7408959865570068,0.6075505018234253,-1.8085000243331595
