date,series,log_return,hl_range,gap,log_volume,close
2012-01-03,TCS.NS,1.5992250056000825,2.502329326630022,0.3937606122763668,14.812047669077197,427.10809326171875
2012-01-04,TCS.NS,-2.0754892277491086,3.0074246020059614,0.6077134260578351,14.685451964397041,418.3348693847656
2012-01-05,TCS.NS,-0.0853223722511334,1.500657285187476,-0.01708210932794499,14.750549636085402,417.97808837890625
2012-01-06,TCS.NS,-0.22205068191877594,2.6908155168719494,-0.5132236527746418,14.56679880828854,417.0509948730469
2012-01-09,TCS.NS,0.16656778227540345,1.232447120465568,0.13668534863488271,14.226976955590505,417.7462463378906
2012-01-10,TCS.NS,-0.5092018836623883,2.3038561633029175,0.3111732083577842,15.094161521856188,415.6244812011719
2012-01-11,TCS.NS,-2.467122387089074,3.626676088801496,0.5135196876036167,15.551648255642059,405.4959716796875
2012-01-12,TCS.NS,-4.267442177526066,4.2458212426694875,-3.2174439437255224,16.069817280799988,388.5556945800781
2012-01-13,TCS.NS,-0.34479997053189876,2.789252057117614,0.6996938613883794,15.206749922377034,387.21826171875
2012-01-16,TCS.NS,2.1548544997792836,3.20151153012739,-0.16129026302958144,14.929734678656416,395.6528015136719
2012-01-17,TCS.NS,-0.49250447704279854,2.7675586013693843,0.9419759892462638,15.124982998270356,393.708984375
2012-01-18,TCS.NS,-2.5504540405439187,4.763694596878219,-2.1933379183848323,16.272149154635557,383.7945861816406
2012-01-19,TCS.NS,-0.055731964661999846,2.1817696374570046,1.0032084444498908,15.241816905636524,383.58074951171875
2012-01-20,TCS.NS,0.3665115580105549,1.659036788052374,0.4081843162184794,14.760464545566805,384.98919677734375
2012-01-23,TCS.NS,-0.16687285686784592,1.5977368833652312,0.6003397630132928,14.571865843800953,384.3472900390625
2012-01-24,TCS.NS,1.0154950791747719,1.5646890781658838,0.951182017043794,14.786785942771129,388.27020263671875
2012-01-25,TCS.NS,1.1266082195793141,1.7174345205021133,0.8438796303679931,15.58113804170162,392.6692199707031
2012-01-27,TCS.NS,0.9742482097175611,1.8418617203933045,0.6354562425239607,15.466036477534136,396.51348876953125
2012-01-30,TCS.NS,0.270235047596579,1.6398936287849348,-0.5652671593838936,14.769312465641995,397.5864562988281
2012-01-31,TCS.NS,1.8403823108340953,2.036623745497507,0.1123599586566699,15.079106353230115,404.9713134765625
2012-02-01,TCS.NS,-0.3272694813889723,2.385045629034014,-0.26526396593914753,14.643540405266508,403.64813232421875
2012-02-02,TCS.NS,1.6954750226538824,1.9580533030470637,0.6446772628123982,15.035201482863734,410.55023193359375
2012-02-03,TCS.NS,2.0306349410126474,3.021377859649663,-0.26167136411996905,14.837083042394523,418.97222900390625
2012-02-06,TCS.NS,1.885565296030934,2.2500378701675094,1.031737919962393,15.047253283885043,426.9471740722656
2012-02-07,TCS.NS,0.3470047284034593,1.4823661629994747,1.3188902210611766,15.041535516326334,428.4312744140625
2012-02-08,TCS.NS,1.7910583477625142,1.3003424396206138,1.52423280123609,15.103967423305589,436.1738586425781
2012-02-09,TCS.NS,0.731115957817517,3.636764417087479,-0.7035112911782804,14.92673069925003,439.3744812011719
2012-02-10,TCS.NS,0.38994060625430693,2.122528661528174,-0.04883675818773296,14.658930767112867,441.09112548828125
2012-02-13,TCS.NS,-0.626213131999617,1.95360536446307,-0.9121727320381013,14.305176486033158,438.33758544921875
2012-02-14,TCS.NS,-0.46617525144346345,1.1904211704691168,-0.05717672629096345,14.417992603774772,436.2989196777344
2012-02-15,TCS.NS,1.75501565521696,2.3742190645282686,0.5843733309349518,14.58893134261605,444.02362060546875
2012-02-16,TCS.NS,-1.3174379093983195,1.9512814223581718,-0.29037023812753376,14.450319157973176,438.2122497558594
2012-02-17,TCS.NS,0.277107583808242,2.666824708216127,0.7723168801473506,15.22566035206917,439.4282531738281
2012-02-21,TCS.NS,0.6732115124697865,2.8839303078640444,-0.4240927972570528,14.727594453497787,442.3965148925781
2012-02-22,TCS.NS,1.2292135594110503,3.0332654577600917,-0.16586611573307183,14.960315035810783,447.8680725097656
2012-02-23,TCS.NS,0.5931511178167097,2.453576899473801,-0.26382043261457755,15.223292645410991,450.5325012207031
2012-02-24,TCS.NS,0.8063427082850301,1.859710490882179,-0.06357183254394735,14.668393222830082,454.1800231933594
2012-02-27,TCS.NS,-1.4234341540799853,2.7203654582694456,0.7061934074645714,14.436823870941168,447.7608642578125
2012-02-28,TCS.NS,-2.0576970337414084,3.331628870841014,0.25523954919826425,15.195155611354144,438.6414489746094
2012-02-29,TCS.NS,-0.3757519477265106,2.263324261362097,1.0905956716843999,14.933996386446891,436.996337890625
2012-03-01,TCS.NS,-0.19249639325195994,1.3869653884772393,0.08589766586431284,14.26569087219984,436.15594482421875
2012-03-02,TCS.NS,-0.1928886880011659,1.6434223613380003,0.5233734553334546,14.652425992730238,435.3154602050781
2012-03-05,TCS.NS,-0.8207071178123317,1.7702458694282084,-0.2672880341090087,14.24786359077809,431.7574157714844
2012-03-06,TCS.NS,-0.4400022116359606,2.680328746671119,-0.35684212368336077,14.356510134533725,429.8618469238281
2012-03-07,TCS.NS,-0.764173097929847,1.6259120397762352,-0.5840926894393316,14.481115406838688,426.5894775390625
2012-03-09,TCS.NS,1.307628839486818,1.9795332950075566,2.822711981222734,14.615608539008559,432.2043151855469
2012-03-12,TCS.NS,-1.6267055133064978,2.9685180068942856,0.6062798232218262,14.6221109696465,425.2304992675781
2012-03-13,TCS.NS,0.666414636330194,2.0749576369509866,0.07990269109039337,14.728782738593159,428.0737609863281
2012-03-14,TCS.NS,-3.61078400147639,5.328956289756097,1.088444067365358,15.903083326435256,412.8926696777344
2012-03-15,TCS.NS,0.7893937307494616,2.241070644993666,0.3846959492591295,15.270453031148415,416.1649169921875
2012-03-16,TCS.NS,0.5014504878888971,1.8820059326769885,0.5356374806347618,14.535652577006445,418.25701904296875
2012-03-19,TCS.NS,-4.1506351456605755,5.063873373576406,-5.736603190484001e-06,15.451174540787461,401.2520446777344
2012-03-20,TCS.NS,1.1387636904286338,2.2075951699199825,0.6219459975500332,15.119293855023983,405.84747314453125
2012-03-21,TCS.NS,3.540552723579597,3.734757294856034,0.18484808738482855,15.331350284296187,420.47412109375
2012-03-22,TCS.NS,-0.6827240671446263,2.5281128339684553,-0.08933067902881375,15.045646600297804,417.61322021484375
2012-03-23,TCS.NS,1.4368574487300438,2.299925260980642,0.6189329164402905,14.965587842944982,423.65704345703125
2012-03-26,TCS.NS,-1.9648871690609502,2.6508606501186684,-0.6478387483248306,14.931761369236417,415.4139099121094
2012-03-27,TCS.NS,1.1256623013751934,2.3761688839979054,0.976583368430236,14.278141450255596,420.1164855957031
2012-03-28,TCS.NS,-0.824850520047121,1.7346253879734823,-0.06386830838465408,14.533885329939118,416.6654052734375
