,MSE,MAE,MASE,key_RMSE,key_MAE,src_MSE,rel_change_%
source_only,0.16914629936218262,0.2790072560310364,0.9485151767730713,4.6086201667785645,3.5620172023773193,0.3707704246044159,0.0
care_v1,0.16319109499454498,0.2725060284137726,0.9246774911880493,4.442069053649902,3.4049813747406006,0.3552616536617279,-3.520741742558686
care_v2,0.15590067207813263,0.26342958211898804,0.893577516078949,4.182663917541504,3.126070499420166,0.3547435700893402,-7.830870278567515
